"company_overseas_infrastructure_id","company_id","infrastructure_type_id","secondary_infrastructure_type_id","country_id","city","overseas_infrastructure_lat","overseas_infrastructure_lng","label","year_commenced","Primary topic","Secondary (if needed)","text","cable_id","highlight","(data centre) type","street address","source","year","type_of_company_id_ref","ownership_structure_id_ref","cable_countries","Third topic","","","Do Not Touch - For Country Counts","Infrastructure 1","Infrastructure 2","Topic 1","Topic 2","Topic 3","Company","","Cable","Terrestrial","Leased"
"731","6 | China Telecom","13 | Cable Terrestrial","","114 | Kyrgyzstan","","42.88807","74.63552","Kazakhstan-Krygyzstan cable","2010","","","China Telecom Europe plan a route between Kazakhstan to Krygyzstan by Q4 2010 <a href = ""https://www.capacitymedia.com/articles/2758318/china-telecom-europe-from-asia-to-europe"">Source</a>","","FALSE","","","
","","1 | Telecommunications","1 | State-owned enterprise","","","","","","13 | Cable Terrestrial114 | Kyrgyzstan","114 | Kyrgyzstan","114 | Kyrgyzstan","114 | Kyrgyzstan","114 | Kyrgyzstan","6 | China Telecom114 | Kyrgyzstan","","","42.88807,74.63552",""
"732","","","","","","","","","","","","","","FALSE","","","","","","","","","","","","","","","","","","","","",""
"561","6 | China Telecom","8 | Data centre","","14 | Australia","Sydney","-33.87564","151.19759","Global Switch","","","","Type: COLO<br><a href = ""https://www.ctamericas.com/global-data-center-map/"">Source</a>","","FALSE","COLO","400 Harris Street, Ultimo, Sydney, NSW 2007 Australia","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","8 | Data centre14 | Australia","14 | Australia","14 | Australia","14 | Australia","14 | Australia","6 | China Telecom14 | Australia","","","",""
"562","6 | China Telecom","8 | Data centre","","14 | Australia","Sydney","-33.91178","151.19294","Equinix SY3","","","","Type: COLO<br><a href = ""https://www.ctamericas.com/global-data-center-map/; https://www.huawei.com/en/about-huawei/publications/winwin-magazine/26/china-unicom-touching-the-sky"">Source</a>","","FALSE","COLO","47 Bourke Road, Alexandria, Sydney, NSW 2015, Australia","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","8 | Data centre14 | Australia","14 | Australia","14 | Australia","14 | Australia","14 | Australia","6 | China Telecom14 | Australia","","","",""
"563","6 | China Telecom","8 | Data centre","","14 | Australia","Perth","-31.86007","115.89589","Fujitsu Perth","","","","Type: POP<br><a href = ""https://www.ctamericas.com/global-data-center-map/"">Source</a>","","FALSE","POP","16 Mulgul Road, Malaga, WA, Perth, Australia","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","8 | Data centre14 | Australia","14 | Australia","14 | Australia","14 | Australia","14 | Australia","6 | China Telecom14 | Australia","","","",""
"564","6 | China Telecom","8 | Data centre","","14 | Australia","Sydney","-33.92139","151.18815","Equinix SY1","","","","Type: POP<br><a href = ""https://www.ctamericas.com/global-data-center-map/"">Source</a>","","FALSE","POP","639 Gardeners Rd, Unit B, Mascot NSW 2020, Australia","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","8 | Data centre14 | Australia","14 | Australia","14 | Australia","14 | Australia","14 | Australia","6 | China Telecom14 | Australia","","","",""
"565","6 | China Telecom","8 | Data centre","","29 | Brazil","São Paulo","-23.49193","-46.77726","Ascenty","","","","Type: COLO<br><a href = ""https://www.ctamericas.com/global-data-center-map/"">Source</a>","","FALSE","COLO","Av. Roberto Pinto Sobrinho, 350 - Vila Menck, Osasco - SP, 02675-031, Brazil","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","8 | Data centre29 | Brazil","29 | Brazil","29 | Brazil","29 | Brazil","29 | Brazil","6 | China Telecom29 | Brazil","","","",""
"566","6 | China Telecom","8 | Data centre","","29 | Brazil","Rio De Janeiro","-22.91006","-43.20454","Alta Teleporto","","","","Type: POP<br><a href = ""https://www.ctamericas.com/global-data-center-map/"">Source</a>","","FALSE","POP","Av. Vargas, 3131 - Centro, Rio de Janeiro - RJ, 20210-031, Brazil","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","8 | Data centre29 | Brazil","29 | Brazil","29 | Brazil","29 | Brazil","29 | Brazil","6 | China Telecom29 | Brazil","","","",""
"567","6 | China Telecom","8 | Data centre","","29 | Brazil","Campinas","-22.90433","-47.05694","Netell","","","","Type: POP<br><a href = ""https://www.ctamericas.com/global-data-center-map/"">Source</a>","","FALSE","POP","Rua Coronel Rodovalho, 98 - Centro Campinas - SP, 13015-010","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","8 | Data centre29 | Brazil","29 | Brazil","29 | Brazil","29 | Brazil","29 | Brazil","6 | China Telecom29 | Brazil","","","",""
"568","6 | China Telecom","8 | Data centre","","29 | Brazil","São Paulo","-23.63242","-46.71224","Eletronet","","","","Type: POP<br><a href = ""https://www.ctamericas.com/global-data-center-map/"">Source</a>","","FALSE","POP","Av. Alfredo Egidio de Souza Aranha, 100 - Vila Cruzeiro, São Paulo - SP, 04726-170, Brazil","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","8 | Data centre29 | Brazil","29 | Brazil","29 | Brazil","29 | Brazil","29 | Brazil","6 | China Telecom29 | Brazil","","","",""
"569","6 | China Telecom","8 | Data centre","","29 | Brazil","São Paulo","-23.56070","-46.63507","Arena","","","","Type: POP<br><a href = ""https://www.ctamericas.com/global-data-center-map/"">Source</a>","","FALSE","POP","R. Galvao Bueno, 568 - Liberdade, São Paulo - SP, 01506-000, Brazil","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","8 | Data centre29 | Brazil","29 | Brazil","29 | Brazil","29 | Brazil","29 | Brazil","6 | China Telecom29 | Brazil","","","",""
"570","6 | China Telecom","8 | Data centre","","29 | Brazil","Rio De Janeiro","-22.87144","-43.27312","Equinix RJ2","","","","Type: POP<br><a href = ""https://www.ctamericas.com/global-data-center-map/"">Source</a>","","FALSE","POP","Estrada Adhemar Bebiano, 1380 - Del Castilho, Rio de Janeiro - RJ, 21061-771, Brazil","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","8 | Data centre29 | Brazil","29 | Brazil","29 | Brazil","29 | Brazil","29 | Brazil","6 | China Telecom29 | Brazil","","","",""
"571","6 | China Telecom","8 | Data centre","","29 | Brazil","Santos","-23.95661","-46.32154","Campos Melo","","","","Type: POP<br><a href = ""https://www.ctamericas.com/global-data-center-map/"">Source</a>","","FALSE","POP","R. Campos Melo, 450 - Encruzilhada, Santos - SP, 11015-012, Brazil","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","8 | Data centre29 | Brazil","29 | Brazil","29 | Brazil","29 | Brazil","29 | Brazil","6 | China Telecom29 | Brazil","","","",""
"572","6 | China Telecom","8 | Data centre","","29 | Brazil","Curitiba","-25.41661","-49.25706","Nova G1","","","","Type: POP<br><a href = ""https://www.ctamericas.com/global-data-center-map/"">Source</a>","","FALSE","POP","R. Augusto Stresser, 453 - Alto da Gloria, Curitiba - PR, 80040-310, Brazil","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","8 | Data centre29 | Brazil","29 | Brazil","29 | Brazil","29 | Brazil","29 | Brazil","6 | China Telecom29 | Brazil","","","",""
"573","6 | China Telecom","8 | Data centre","","29 | Brazil","São Paulo","-23.58000","-46.64108","MaxiHost","","","","Type: POP<br><a href = ""https://www.ctamericas.com/global-data-center-map/"">Source</a>","","FALSE","POP","Rua Dr. Eduardo Martinelli, 100 - Vila Mariana, São Paulo - SP, 04009-020, Brazil","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","8 | Data centre29 | Brazil","29 | Brazil","29 | Brazil","29 | Brazil","29 | Brazil","6 | China Telecom29 | Brazil","","","",""
"574","6 | China Telecom","8 | Data centre","","29 | Brazil","São Paulo","-23.49259","-46.80837","Equinix SP4","","","","Type: POP, CLOUD EXCHANGE<br><a href = ""https://www.ctamericas.com/global-data-center-map/"">Source</a>","","FALSE","POP, CLOUD EXCHANGE","Av. Ceci, 1900 - Res. Tambore, Barueri - SP, 06460-120, Brazil","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","8 | Data centre29 | Brazil","29 | Brazil","29 | Brazil","29 | Brazil","29 | Brazil","6 | China Telecom29 | Brazil","","","",""
"575","6 | China Telecom","8 | Data centre","","29 | Brazil","São Paulo","-23.50259","-46.82714","Equinix SP2","","","","Type: POP, COLO<br><a href = ""https://www.ctamericas.com/global-data-center-map/"">Source</a>","","FALSE","POP, COLO","Alameda Araguaia, 3641 Tamboré Barueri/SP CEP: 06455-000 Brazil","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","8 | Data centre29 | Brazil","29 | Brazil","29 | Brazil","29 | Brazil","29 | Brazil","6 | China Telecom29 | Brazil","","","",""
"576","6 | China Telecom","8 | Data centre","","29 | Brazil","São Paulo","-23.54601","-46.63580","Equinix SP1","","","","Type: POP, COLO<br><a href = ""https://www.ctamericas.com/global-data-center-map/"">Source</a>","","FALSE","POP, COLO","R. Dr. Miguel Couto, 58 - Centro, São Paulo - SP, 01008-010, Brazil","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","8 | Data centre29 | Brazil","29 | Brazil","29 | Brazil","29 | Brazil","29 | Brazil","6 | China Telecom29 | Brazil","","","",""
"577","6 | China Telecom","8 | Data centre","","29 | Brazil","Porto Alegre","-30.02722","-51.18278","UNKNOWN","","","","Type: UNKNOWN<br><a href = ""https://www.ctamericas.com/global-data-center-map/"">Source</a>","","FALSE","UNKNOWN","Rua Furriel Luiz Antonio de Vargas, 250 - Bela Vista, Porto Alegre - RS, 90470-130, Brazil","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","8 | Data centre29 | Brazil","29 | Brazil","29 | Brazil","29 | Brazil","29 | Brazil","6 | China Telecom29 | Brazil","","","",""
"578","6 | China Telecom","8 | Data centre","","29 | Brazil","São Paulo","-23.46612","-46.86319","UNKNOWN","","","","Type: UNKNOWN<br><a href = ""https://www.ctamericas.com/global-data-center-map/"">Source</a>","","FALSE","UNKNOWN","Av. Marcos Penteado de Ulhoa Rodrigues, 249 - Res. Tres (Tambore), Santana de Parnaiba - SP, Brazil","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","8 | Data centre29 | Brazil","29 | Brazil","29 | Brazil","29 | Brazil","29 | Brazil","6 | China Telecom29 | Brazil","","","",""
"579","6 | China Telecom","8 | Data centre","","22 | Bulgaria","Sofia","42.66923","23.39355","Equinix SO1","","","","Type: POP<br><a href = ""https://www.ctamericas.com/global-data-center-map/"">Source</a>","","FALSE","POP","ul. ""5030-ta"" 10, 1592 g.k. Druzhba 1, Sofia, Bulgaria","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","8 | Data centre22 | Bulgaria","22 | Bulgaria","22 | Bulgaria","22 | Bulgaria","22 | Bulgaria","6 | China Telecom22 | Bulgaria","","","",""
"580","6 | China Telecom","8 | Data centre","","36 | Canada","Montreal","45.49719","-73.57047","Cologix MTL3","","","","Type: POP<br><a href = ""https://www.ctamericas.com/global-data-center-map/"">Source</a>","","FALSE","POP","1250 René-Lévesque Blvd W, Montreal, QC H3B 4W8, Canada","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","8 | Data centre36 | Canada","36 | Canada","36 | Canada","36 | Canada","36 | Canada","6 | China Telecom36 | Canada","","","",""
"581","6 | China Telecom","8 | Data centre","","36 | Canada","Vancouver","49.28470","-123.11194","Cologix VAN1","","","","Type: POP<br><a href = ""https://www.ctamericas.com/global-data-center-map/"">Source</a>","","FALSE","POP","555 W Hastings St, Vancouver, BC V6B 1N9, Canada","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","8 | Data centre36 | Canada","36 | Canada","36 | Canada","36 | Canada","36 | Canada","6 | China Telecom36 | Canada","","","",""
"582","6 | China Telecom","8 | Data centre","","36 | Canada","Toronto","43.64467","-79.38413","Equinix TR1","","","","Type: POP, CLOUD EXCHANGE<br><a href = ""https://www.ctamericas.com/global-data-center-map/"">Source</a>","","FALSE","POP, CLOUD EXCHANGE","151 Front St W, Toronto, ON M5J 2N1, Canada","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","8 | Data centre36 | Canada","36 | Canada","36 | Canada","36 | Canada","36 | Canada","6 | China Telecom36 | Canada","","","",""
"583","6 | China Telecom","8 | Data centre","","46 | China","Hong Kong","22.28535","114.27345","HKEX","","","","Type: POP<br><a href = ""https://www.ctamericas.com/global-data-center-map/"">Source</a>","","FALSE","POP","1 Chun Ying Street, Hong Kong","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","8 | Data centre46 | China","46 | China","46 | China","46 | China","46 | China","6 | China Telecom46 | China","","","",""
"584","6 | China Telecom","8 | Data centre","","46 | China","Hong Kong","22.26644","114.24639","HKCOLO","","","","Type: POP, COLO<br><a href = ""https://www.ctamericas.com/global-data-center-map/"">Source</a>","","FALSE","POP, COLO","1 On Yip St, Chai Wan, Hong Kong","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","8 | Data centre46 | China","46 | China","46 | China","46 | China","46 | China","6 | China Telecom46 | China","","","",""
"585","6 | China Telecom","8 | Data centre","","46 | China","Hong Kong","22.39797","114.19052","iAdvantage MEGA 2","","","","Type: POP, COLO<br><a href = ""https://www.ctamericas.com/global-data-center-map/"">Source</a>","","FALSE","POP, COLO","Sun Hung Kai Logistics Centre (Shatin), 8 Wong Chuk Yeung Street, Fo Tan Sha Tin, Hong Kong","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","8 | Data centre46 | China","46 | China","46 | China","46 | China","46 | China","6 | China Telecom46 | China","","","",""
"586","6 | China Telecom","8 | Data centre","","46 | China","Hong Kong","22.28214","114.27388","Digital Reality","","","","Type: POP, COLO<br><a href = ""https://www.ctamericas.com/global-data-center-map/"">Source</a>","","FALSE","POP, COLO","33 Chun Choi St, Tseung Kwan O Industrial Estate, Hong Kong","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","8 | Data centre46 | China","46 | China","46 | China","46 | China","46 | China","6 | China Telecom46 | China","","","",""
"587","6 | China Telecom","8 | Data centre","","46 | China","Hong Kong","22.28631","114.27100","Global Switch","","","","Type: POP, COLO<br><a href = ""https://www.ctamericas.com/global-data-center-map/"">Source</a>","","FALSE","POP, COLO","18 Chun Yat Street, Tseung Kwan O Industrial Estate, Sai Kung, Hong Kong","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","8 | Data centre46 | China","46 | China","46 | China","46 | China","46 | China","6 | China Telecom46 | China","","","",""
"588","6 | China Telecom","8 | Data centre","","46 | China","Hong Kong","22.26607","114.24657","iAdvantage MEGA-i","","","","Type: POP, COLO, CLOUD EXCHANGE<br><a href = ""https://www.ctamericas.com/global-data-center-map/"">Source</a>","","FALSE","POP, COLO, CLOUD EXCHANGE","399 Chai Wan Rd, Chai Wan, Hong Kong","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","8 | Data centre46 | China","46 | China","46 | China","46 | China","46 | China","6 | China Telecom46 | China","","","",""
"589","6 | China Telecom","8 | Data centre","","46 | China","Hong Kong","22.36548","114.11932","Equinix HK1","","","","Type: POP, COLO, CLOUD EXCHANGE<br><a href = ""https://www.ctamericas.com/global-data-center-map/"">Source</a>","","FALSE","POP, COLO, CLOUD EXCHANGE","17\/F, Global Gateway (Hong Kong), 168 Yeung Uk Road, Tsuen Wan, Hong Kong","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","8 | Data centre46 | China","46 | China","46 | China","46 | China","46 | China","6 | China Telecom46 | China","","","",""
"590","6 | China Telecom","8 | Data centre","","53 | Czech Republic","Prague","50.06016","14.48298","CE Colo","","","","Type: POP<br><a href = ""https://www.ctamericas.com/global-data-center-map/"">Source</a>","","FALSE","POP","Nad Elektrárnou 1428/47, 106 00 Praha 10, Czechia","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","8 | Data centre53 | Czech Republic","53 | Czech Republic","53 | Czech Republic","53 | Czech Republic","53 | Czech Republic","6 | China Telecom53 | Czech Republic","","","",""
"591","6 | China Telecom","8 | Data centre","","55 | Djibouti","Djibouti","11.57314","43.16098","Djibouti Data Center DDC","","","","The Djibouti Data Center (DDC) is an important piece of infrastructure in China's pan-Africa expansion as part of the Belt and Road Initiative (BRI). It offers cable head access to Djibouti Telecom's Djibouti landing station (located only metres away) that has access to over half a dozen submarine cables including AAE1 (Asia-Africa-Europe), SMW3 (South East Asia - Middle East - Western Europe), SMW5, as well as China's own Pakistan East Africa Connecting Europe (PEACE) cable project. Furthermore DDC houses the Djibouti Internet Exchange (DjIX). </p>

<P>The agreement between <strong>China Mobile</strong> International and Djibouti Data Center extends beyond just the use of rack space in its COLO, probably for the use of DjIX to interconnect networks with other operators and extend their CDN (content delivery network), but also <a href = ""https://techerati.com/the-stack-archive/data-centre/2017/09/05/china-mobile-selects-djibouti-data-center-for-african-expansion/"">cable head access</a> to the landing station and its available undersea cables.</p>

<P>According to <a href = ""https://allafrica.com/stories/201810020271.html"">DDC's CEO</a>, <strong>China Unicom</strong>, has a relationship with the the DDC. It is not clear whether this link is indirect, via the PEACE cable project, via its investment in Hong Kong telco, PCCW which has <a href = ""https://www.telecomasia.net/content/pccw-global-connects-djibouti-data-center"">annouced its use of the DDC for colocation and cable access</a>, or a direct link. It is likely there is a direct connection as DDC provides cross connect services which would allow China Unicom to reduce costs and connect to foreign partner networks that are also using the DDC. Additionally with DDC's cable head access, this would allow China Unicom to connect into PEACE cable, SEAMEW-5 and AAE-1 undersea cables. <P>Some operators with partnerships with Chinese telecos who are also in the DDC - MTN (Africa), Tata (India), EITC/Du (UAE), PCCW (HK) <a href = ""https://allafrica.com/stories/201810020271.html"">Source</a>.</p>

<P><strong>China Telecom</strong> is using this same Djibouti Data Center (DDC) located at Harmous Building 3G, Boulaos Street, Djibouti City, Djibouti <a href=""https://www.ctamericas.com/global-data-center-map/"">as a POP</a> (Point of Presence)</p>
","","TRUE","POP","Djibouti Data Center, Harmous Building 3G, Boulaos Street, Djibouti City, Djibouti","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","8 | Data centre55 | Djibouti","55 | Djibouti","55 | Djibouti","55 | Djibouti","55 | Djibouti","6 | China Telecom55 | Djibouti","","","",""
"592","6 | China Telecom","8 | Data centre","","62 | Egypt","Cairo","30.01507","31.42527","Vodafone Cairo","","","","Type: POP<br><a href = ""https://www.ctamericas.com/global-data-center-map/"">Source</a>","","FALSE","POP","3 EL Mostaateel Area, 3rd Settlement, New Cairo, Egypt 11835","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","8 | Data centre62 | Egypt","62 | Egypt","62 | Egypt","62 | Egypt","62 | Egypt","6 | China Telecom62 | Egypt","","","",""
"593","6 | China Telecom","8 | Data centre","","67 | Finland","Helsinki","60.21242","24.81181","Louhi Espoo","","","","Type: POP<br><a href = ""https://www.ctamericas.com/global-data-center-map/"">Source</a>","","FALSE","POP","Linnoitustie 4, 02600 Espoo, Finland","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","8 | Data centre67 | Finland","67 | Finland","67 | Finland","67 | Finland","67 | Finland","6 | China Telecom67 | Finland","","","",""
"594","6 | China Telecom","8 | Data centre","","72 | France","Paris","48.89982","2.29610","Global Switch","","","","Type: COLO<br><a href = ""https://www.ctamericas.com/global-data-center-map/"">Source</a>","","FALSE","COLO","7-9 Rue Petit, 92582 Clichy, France","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","8 | Data centre72 | France","72 | France","72 | France","72 | France","72 | France","6 | China Telecom72 | France","","","",""
"595","6 | China Telecom","8 | Data centre","","72 | France","Marseille","43.31038","5.37334","Interxion MRS1","","","","Type: POP<br><a href = ""https://www.ctamericas.com/global-data-center-map/"">Source</a>","","FALSE","POP","40 Avenue Roger Salengro, 13003 Marseille, France","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","8 | Data centre72 | France","72 | France","72 | France","72 | France","72 | France","6 | China Telecom72 | France","","","",""
"596","6 | China Telecom","8 | Data centre","","72 | France","Paris","48.91426","2.36246","Interxion By-5","","","","Type: POP<br><a href = ""https://www.ctamericas.com/global-data-center-map/"">Source</a>","","FALSE","POP","11-13 Avenue Arts et M&eacute;tiers, 93200 Saint-Denis, France","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","8 | Data centre72 | France","72 | France","72 | France","72 | France","72 | France","6 | China Telecom72 | France","","","",""
"597","6 | China Telecom","8 | Data centre","","54 | Germany","Frankfurt","50.11731","8.72798","Cyxtera FR7","","","","Type: COLO<br><a href = ""https://www.ctamericas.com/global-data-center-map/"">Source</a>","","FALSE","COLO","Hanauer Landstraße 298, 60314 Frankfurt am Main, Germany","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","8 | Data centre54 | Germany","54 | Germany","54 | Germany","54 | Germany","54 | Germany","6 | China Telecom54 | Germany","","","",""
"598","6 | China Telecom","8 | Data centre","","54 | Germany","Frankfurt","50.11639","8.67821","Equinix FR1","","","","Type: COLO<br><a href = ""https://www.ctamericas.com/global-data-center-map/"">Source</a>","","FALSE","COLO","Taubenstraße 7, 60326 Frankfurt am Main, Germany","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","8 | Data centre54 | Germany","54 | Germany","54 | Germany","54 | Germany","54 | Germany","6 | China Telecom54 | Germany","","","",""
"599","6 | China Telecom","8 | Data centre","","54 | Germany","Frankfurt","50.14300","8.73977","Equinix FR2","","","","Type: COLO<br><a href = ""https://www.ctamericas.com/global-data-center-map/"">Source</a>","","FALSE","COLO","Kruppstraße 121-127, 60388 Frankfurt am Main, Germany","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","8 | Data centre54 | Germany","54 | Germany","54 | Germany","54 | Germany","54 | Germany","6 | China Telecom54 | Germany","","","",""
"600","6 | China Telecom","8 | Data centre","","54 | Germany","Frankfurt","50.13005","8.59798","Global Switch","","","","Type: COLO<br><a href = ""https://www.ctamericas.com/global-data-center-map/"">Source</a>","","FALSE","COLO","Eschborner Landstraße 110, 60489 Frankfurt am Main, Germany","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","8 | Data centre54 | Germany","54 | Germany","54 | Germany","54 | Germany","54 | Germany","6 | China Telecom54 | Germany","","","",""
"601","6 | China Telecom","8 | Data centre","","54 | Germany","Dusseldorf","51.18827","6.86777","Interxion DUS1","","","","Type: POP<br><a href = ""https://www.ctamericas.com/global-data-center-map/"">Source</a>","","FALSE","POP","In der Steele 29, 40599 Düsseldorf, Germany","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","8 | Data centre54 | Germany","54 | Germany","54 | Germany","54 | Germany","54 | Germany","6 | China Telecom54 | Germany","","","",""
"602","6 | China Telecom","8 | Data centre","","54 | Germany","Frankfurt","50.09885","8.63196","Equinix FR5","","","","Type: POP<br><a href = ""https://www.ctamericas.com/global-data-center-map/"">Source</a>","","FALSE","POP","Kleyerstraße 90, 60326 Frankfurt am Main, Germany","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","8 | Data centre54 | Germany","54 | Germany","54 | Germany","54 | Germany","54 | Germany","6 | China Telecom54 | Germany","","","",""
"603","6 | China Telecom","8 | Data centre","","54 | Germany","Frankfurt","50.09787","8.58809","Equinix FR4","","","","Type: POP, COLO, CLOUD EXCHANGE<br><a href = ""https://www.ctamericas.com/global-data-center-map/"">Source</a>","","FALSE","POP, COLO, CLOUD EXCHANGE","Larchenstrasse 110, 65933 Frankfurt am Main, Germany","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","8 | Data centre54 | Germany","54 | Germany","54 | Germany","54 | Germany","54 | Germany","6 | China Telecom54 | Germany","","","",""
"604","6 | China Telecom","8 | Data centre","","54 | Germany","Frankfurt","49.98608","8.58287","UNKNOWN","","","","Type: UNKNOWN<br><a href = ""https://www.ctamericas.com/global-data-center-map/"">Source</a>","","FALSE","UNKNOWN","Starkenburgstrasse 12, 64546 Morfelden-Walldorf, Germany","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","8 | Data centre54 | Germany","54 | Germany","54 | Germany","54 | Germany","54 | Germany","6 | China Telecom54 | Germany","","","",""
"605","6 | China Telecom","8 | Data centre","","103 | India","Mumbai","19.18064","72.83317","Bharti Airtel","","","","Type: POP<br><a href = ""https://www.ctamericas.com/global-data-center-map/"">Source</a>","","FALSE","POP","4th Dimension, 4th Floor Malad, Mumbai, India","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","8 | Data centre103 | India","103 | India","103 | India","103 | India","103 | India","6 | China Telecom103 | India","","","",""
"606","6 | China Telecom","8 | Data centre","","103 | India","New Delhi","28.62848","77.37209","Bharti Airtel","","","","Type: POP<br><a href = ""https://www.ctamericas.com/global-data-center-map/"">Source</a>","","FALSE","POP","A 14, A Block, Block A, Industrial Area, Sector 62, Noida, Uttar Pradesh 201309, India","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","8 | Data centre103 | India","103 | India","103 | India","103 | India","103 | India","6 | China Telecom103 | India","","","",""
"607","6 | China Telecom","8 | Data centre","","99 | Indonesia","Tangerang","-6.29744","106.66769","PT Telkom Sigma","","","","Type: POP<br><a href = ""https://www.ctamericas.com/global-data-center-map/"">Source</a>","","FALSE","POP","German Centre Lt. 1-7, Jl. Kapt. Subijanto Dj, BSD, Serpong, Lengkong Gudang, Serpong, Kota Tangerang Selatan, Banten 15310, Indonesia","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","8 | Data centre99 | Indonesia","99 | Indonesia","99 | Indonesia","99 | Indonesia","99 | Indonesia","6 | China Telecom99 | Indonesia","","","",""
"608","6 | China Telecom","8 | Data centre","","99 | Indonesia","Jakarta","-6.23779","106.82351","ID Colo","","","","Type: POP<br><a href = ""https://www.ctamericas.com/global-data-center-map/"">Source</a>","","FALSE","POP","Jl. Kuningan Barat Raya No.8, RT.1\/RW.3, Kuningan Bar., Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710, Indonesia","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","8 | Data centre99 | Indonesia","99 | Indonesia","99 | Indonesia","99 | Indonesia","99 | Indonesia","6 | China Telecom99 | Indonesia","","","",""
"609","6 | China Telecom","8 | Data centre","","108 | Italy","Milan","45.44868","9.14744","Equinix ML2","","","","Type: POP<br><a href = ""https://www.ctamericas.com/global-data-center-map/"">Source</a>","","FALSE","POP","Via Savona, 125, 20144 Milano MI, Italy","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","8 | Data centre108 | Italy","108 | Italy","108 | Italy","108 | Italy","108 | Italy","6 | China Telecom108 | Italy","","","",""
"610","6 | China Telecom","8 | Data centre","","112 | Japan","Tokyo","35.65670","139.80343","Equinix TY3","","","","Type: COLO<br><a href = ""https://www.ctamericas.com/global-data-center-map/"">Source</a>","","FALSE","COLO","1 Chome-9-20 Edagawa, Koto, Tokyo 135-0051, Japan","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","8 | Data centre112 | Japan","112 | Japan","112 | Japan","112 | Japan","112 | Japan","6 | China Telecom112 | Japan","","","",""
"611","6 | China Telecom","8 | Data centre","","112 | Japan","Tokyo","35.70869","139.74394","Equinix TY10","","","","Type: COLO<br><a href = ""https://www.ctamericas.com/global-data-center-map/"">Source</a>","","FALSE","COLO","1 Chome-12-11 Suido, Bunkyo, Tokyo 112-0005, Japan","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","8 | Data centre112 | Japan","112 | Japan","112 | Japan","112 | Japan","112 | Japan","6 | China Telecom112 | Japan","","","",""
"612","6 | China Telecom","8 | Data centre","","112 | Japan","Tokyo","35.57637","139.74906","Equinix TY1","","","","Type: COLO<br><a href = ""https://www.ctamericas.com/global-data-center-map/"">Source</a>","","FALSE","COLO","Heiwajima 6-5-1, Otaku, Tokyo, Japan","","","1 | Telecommunications","1 | State-owned enterprise","","","","","","8 | Data centre112 | Japan","112 | Japan","112 | Japan","112 | Japan","112 | Japan","6 | China Telecom112 | Japan","","","",""
