"company_overseas_infrastructure_id","company_id","infrastructure_type_id","secondary_infrastructure_type_id","country_id","city","overseas_infrastructure_lat","overseas_infrastructure_lng","label","year_commenced","Primary topic","Secondary (if needed)","text","cable_id","highlight","(data centre) type","street address","source","year","type_of_company_id_ref","ownership_structure_id_ref","cable_countries","Third topic","","","Do Not Touch - For Country Counts","Infrastructure 1","Infrastructure 2","Topic 1","Topic 2","Topic 3","Company","","Cable","Terrestrial","Leased"
"359","1 | Huawei","11 | Smart City-Public Security project","17 | MoU-agreement","121 | Kuwait","Kuna","29.37600","47.97000","Smart Cities Strategy MOU","2018","2 | Smart cities","6 | Surveillance","<p>In July 2018, Kuwait signed an MoU with Huawei. The MoU was related to the development of intelligent infrastructure networks, security, virtual systems and the digital transformation of various industries and central management in Kuwait. It also included implementing smart cities development projects in Silk (Al-Harir) City and Kuwaiti islands. The first of these smart cities projects is the joint strategy to build the Mubarak intelligent seaport in Bubyan Island. <a href=""https://www.kuna.net.kw/ArticleDetails.aspx?id=2736348"">Source</a></p>","","FALSE","","","","","1 | Telecommunications","6 | Private company","","","","","","11 | Smart City-Public Security project121 | Kuwait","17 | MoU-agreement121 | Kuwait","2 | Smart cities121 | Kuwait","6 | Surveillance121 | Kuwait","121 | Kuwait","1 | Huawei121 | Kuwait","","","",""
"365","1 | Huawei","11 | Smart City-Public Security project","17 | MoU-agreement","17 | Bosnia and Herzegovina","Sarajevo ","43.85741","18.41193","Smart City cooperation agreement","2018","2 | Smart cities","6 | Surveillance","<p>In November 2018, the Ministry of Communications and Transport of Bosnia and Herzegovina <a href=""http://web.archive.org/web/20191016014845/https://en.imsilkroad.com/p/118790.html"" target=""_blank"">signed a cooperation agreement</a> with Huawei for the company to provide technical support the country's smart city and safe city projects.</p>
<p>At the same time Sarajevo city (the capital of Bosnia and Herzegovina) also signed an MoU with Huawei. Under the agreement, Huawei will implement 'comprehensive supervision projects, intelligent management systems, public safety systems and intelligent traffic control systems'.</p>","","FALSE","","","","","1 | Telecommunications","6 | Private company","","","","","","11 | Smart City-Public Security project17 | Bosnia and Herzegovina","17 | MoU-agreement17 | Bosnia and Herzegovina","2 | Smart cities17 | Bosnia and Herzegovina","6 | Surveillance17 | Bosnia and Herzegovina","17 | Bosnia and Herzegovina","1 | Huawei17 | Bosnia and Herzegovina","","","",""
"406","1 | Huawei","15 | Telecommunications or ICT","","161 | Nigeria","","9.07088","7.48384","Internet infrastructure","2018","5 | Chinese state loan","","<p>In 2018, the Nigerian government <a href=""https://www.bloomberg.com/news/articles/2018-09-01/china-exim-bank-loans-328-million-for-nigerian-internet-project%20"">announced</a> that it was receiving a USD328 million loan from China Exim Bank to build internet infrastructure. The loan was extended to Nigerian state-owned telecommunications company Galaxy Backbone and Huawei.&nbsp;</p> <p>&nbsp;</p>","","FALSE","","","","","1 | Telecommunications","6 | Private company","","","","","","15 | Telecommunications or ICT161 | Nigeria","161 | Nigeria","5 | Chinese state loan161 | Nigeria","161 | Nigeria","161 | Nigeria","1 | Huawei161 | Nigeria","","","",""
"426","1 | Huawei","15 | Telecommunications or ICT","","9 | Angola","Luanda","-8.81858","13.22986","Offered emergency communication system for the Angolan Presidential Palace","2018","","","<p>In 2018 Huawei <a href=""https://allafrica.com/stories/201810110162.html"">offered</a> an 'emergency communication system' for the Angolan Presidential Palace.&nbsp;Huawei's vice president Yi Xiang told media: ""In the past, the emergency communication system was based on sound and analogical signals, but now, with the new system, we can communicate through video, which facilitates even more in cases of emergency."" It is unclear whether this system was accepted and/or installed.</p>","","TRUE","","","","","1 | Telecommunications","6 | Private company","","","","","","15 | Telecommunications or ICT9 | Angola","9 | Angola","9 | Angola","9 | Angola","9 | Angola","1 | Huawei9 | Angola","","","",""
"431","1 | Huawei","3 | Research partnership","","161 | Nigeria","Abuja","9.05850","7.49190","Huawei Abuja ICT Training Center","2018","","","<p>In a 2018 <a href=""https://www.huawei.com/en/press-events/news/2016/10/Huawei-Innovation-Experience-Center-Nigeria"">deal</a> with the Nigerian government, Huawei agreed to train up to <a href=""https://www.dailytrust.com.ng/fg-huawei-sign-mou-to-train-1000-workers-on-ict.html"">1,000</a> civil servants at its Lagos and Abuja training centres.&nbsp;</p>","","FALSE","","","","","1 | Telecommunications","6 | Private company","","","","","","3 | Research partnership161 | Nigeria","161 | Nigeria","161 | Nigeria","161 | Nigeria","161 | Nigeria","1 | Huawei161 | Nigeria","","","",""
"437","1 | Huawei","15 | Telecommunications or ICT","","14 | Australia","Perth","-31.90892","115.93312","Public transporation communication system","2018","","","<p>A joint venture between Huawei and UGL, an Australian engineering company, was <a href=""https://www.abc.net.au/news/2019-03-13/huawei-contract-for-perth-trains-confirmed-by-wa-government/10896220"">awarded</a> an AUD200 million contract to build a 4G communication network for Perth's public transport system in 2018. The decision attracted some controversy as concerns were raised over Huawei's links to the Chinese government and obligations under China's National Intelligence Law.&nbsp;</p>","","TRUE","","","","","1 | Telecommunications","6 | Private company","","","","","","15 | Telecommunications or ICT14 | Australia","14 | Australia","14 | Australia","14 | Australia","14 | Australia","1 | Huawei14 | Australia","","","",""
"477","","","","","","","","","","","","","","FALSE","","","","","","","","","","","","","","","","","","","","",""
"479","1 | Huawei","8 | Data centre","","23 | Bahrain","Hamala","26.15864","50.47088","Batelco data centre","2018","","","<p>In 2018, Huawei was <a href=""http://www.tradearabia.com/news/IT_346779.html"">contracted</a> by Batelco, Bahrain's main telecommunications provider, to build a tier III data centre at the company's Hamala campus.&nbsp;</p>","","FALSE","","","","","1 | Telecommunications","6 | Private company","","","","","","8 | Data centre23 | Bahrain","23 | Bahrain","23 | Bahrain","23 | Bahrain","23 | Bahrain","1 | Huawei23 | Bahrain","","","",""
"483","1 | Huawei","15 | Telecommunications or ICT","","174 | Philippines","","14.55409","121.02353","PLDT wireless services","2018","","","<p>In 2018, Huawei and Philippine telecommunication provider PLDT signed a $28.5m <a href=""http://www.pldt.com/news-center/article/2018/01/02/pldt-smart-partner-with-huawei-to-transform-wireless-services-delivery#.XJLWsygza70"">agreement</a> to upgrade PLDT's wireless services.&nbsp;</p>","","FALSE","","","","","1 | Telecommunications","6 | Private company","","","","","","15 | Telecommunications or ICT174 | Philippines","174 | Philippines","174 | Philippines","174 | Philippines","174 | Philippines","1 | Huawei174 | Philippines","","","",""
"491","1 | Huawei","11 | Smart City-Public Security project","","151 | Mauritius","","-20.15959","57.50520","Huawei all-cloud safe city","2018","2 | Smart cities","5 | Chinese state loan","<p>In 2018 Huawei signed an agreement with the Government of Mauritius to construct an all-cloud Safe City based on the concept of <a href=""https://e.huawei.com/us/news/smart-cities/201810150942"">""one cloud, one pool"". </a>Through a partnership with Mauritius Telecom, this project <a href=""https://e.huawei.com/id/publications/global/ict-new-horizons-podcasts/Stories/mauritius"">includes</a> a command &amp; control center and 7 sub-command centres, 4000 surveillance cameras, cloud computing services, data centres, intelligence road surveillance and emergency communications equipment and services. <a href=""https://e.huawei.com/topic/leading-new-ict-ru/mauritius-safecity-case.html"">Huawei said </a>it believes &lsquo;that the all-cloud Safe City solution will transform Mauritius into a safer country, attract more foreign investment, promote economic development, improve public safety, and maintain social stability.&rsquo; The project is funded by a China Exim Bank loan, it is unclear exactly how much the loan is worth but it appears the first part of the loan is <a href=""https://defimedia.info/safe-city-letat-garantit-un-pret-de-rs-460-millions-de-mt"">worth US$13 million.</a> Politicians have <a href=""https://www.lexpress.mu/node/333427"">expressed concern</a> about the project, including the terms and conditions of the loan.</p>","","TRUE","","","","","1 | Telecommunications","6 | Private company","","6 | Surveillance","","","","11 | Smart City-Public Security project151 | Mauritius","151 | Mauritius","2 | Smart cities151 | Mauritius","5 | Chinese state loan151 | Mauritius","6 | Surveillance151 | Mauritius","1 | Huawei151 | Mauritius","","","",""
"973","1 | Huawei","15 | Telecommunications or ICT","3 | Research partnership","153 | Malawi","Lilongwe","-13.98662","33.76985","Huawei gift & Seeds for the Future","2018","","","<p>In 2018 Huawei donated 100 computers to the Government of Malawi. Local media <a href=""https://www.mbc.mw/index.php/extras/programmes/friday/item/6987-huawei-technologies-donates-computers-to-gvt"" target=""_blank"">reported</a> the President of Malawi Arthur Peter Mutharika accepted the gifts at a function in Beijing where he also expressed his appreciation for the partnership between Huawei and the state-owned Electricity Supply Corporation of Malawi Ltd (ESCOM). Huawei also committed to taking 10 students to China for ICT training in 2019 and in their own report on the <a href=""https://web.archive.org/web/20190129114240/https://www.huawei.com/en/press-events/news/2018/8/huawei-malawi-national-ict-construction"" target=""_blank"">""Huawei-Malawi Donation Ceremony""</a> it appears that this training <a href=""https://www.nyasatimes.com/huawei-technologies-train-malawian-university-students-in-china/"" target=""_blank"">is likely a part of</a> Huawei's Seeds for the Future university program.</p>","","TRUE","","","","","1 | Telecommunications","6 | Private company","","","","","","15 | Telecommunications or ICT153 | Malawi","3 | Research partnership153 | Malawi","153 | Malawi","153 | Malawi","153 | Malawi","1 | Huawei153 | Malawi","","","",""
"1071","1 | Huawei","17 | MoU-agreement","","155 | Malaysia","","3.11646","101.66570","Telekom Malaysia MoU","2018","","","In 2018 Huawei signed a memorandum of understanding with Telekom Malaysia to support Malaysia's broadband network https://www.nst.com.my/business/2018/03/343008/tm-and-huawei-sign-mou-further-enhance-malaysias-broadband-reach-and-digital ; 2018","","FALSE","","","","","1 | Telecommunications","6 | Private company","","","","","","17 | MoU-agreement155 | Malaysia","155 | Malaysia","155 | Malaysia","155 | Malaysia","155 | Malaysia","1 | Huawei155 | Malaysia","","","",""
"1072","1 | Huawei","17 | MoU-agreement","12 | 5G relationship","155 | Malaysia","","3.13395","101.68478","edotco MoU","2018","3 | 5G","","In 2018 Huawei signed a memorandum of understanding with edotco, a Malaysian telecommunications company, to provide 5G technology. <a href = ""https://www.nst.com.my/business/2018/11/435720/huawei-and-edotco-getting-malaysia-5g-ready"">Source</a>","","FALSE","","","","","1 | Telecommunications","6 | Private company","","","","","","17 | MoU-agreement155 | Malaysia","12 | 5G relationship155 | Malaysia","3 | 5G155 | Malaysia","155 | Malaysia","155 | Malaysia","1 | Huawei155 | Malaysia","","","",""
"1073","1 | Huawei","17 | MoU-agreement","","155 | Malaysia","","3.16844","101.71402","Celcom Axiata agreement","2018","","","In 2018 signed an agreement on cloud technology with Celcom Axiata, a Malaysian telecommunications company http://www.xinhuanet.com/english/2018-08/10/c_137381664.htm ; 2018","","FALSE","","","","","1 | Telecommunications","6 | Private company","","","","","","17 | MoU-agreement155 | Malaysia","155 | Malaysia","155 | Malaysia","155 | Malaysia","155 | Malaysia","1 | Huawei155 | Malaysia","","","",""
"1078","1 | Huawei","3 | Research partnership","","161 | Nigeria","","6.43436","3.40952","Civil servant training","2018","","","In a 2018 deal with the Nigerian government, Huawei agreed to train up to 1,000 civil servants at its Lagos and Abuja training centres. https://www.huawei.com/en/press-events/news/2016/10/Huawei-Innovation-Experience-Center-Nigeria https://www.dailytrust.com.ng/fg-huawei-sign-mou-to-train-1000-workers-on-ict.html","","FALSE","","","","","1 | Telecommunications","6 | Private company","","","","","","3 | Research partnership161 | Nigeria","161 | Nigeria","161 | Nigeria","161 | Nigeria","161 | Nigeria","1 | Huawei161 | Nigeria","","","",""
"1081","1 | Huawei","17 | MoU-agreement","","218 | Tunisia","","36.81877","10.18630","Strategic MoU of Tunisia Digital 2020","2018","","","In 2018, Huawei signed an MoU with Tunisia's Ministry of Communication Technology and Digital Economy to deepen cooperation in digital transformation projects. https://www.huawei.com/en/press-events/news/2018/7/Huawei-Tunisia-Digitalization-Development ; 2018","","FALSE","","","","","1 | Telecommunications","6 | Private company","","","","","","17 | MoU-agreement218 | Tunisia","218 | Tunisia","218 | Tunisia","218 | Tunisia","218 | Tunisia","1 | Huawei218 | Tunisia","","","",""
"1116","1 | Huawei","3 | Research partnership","17 | MoU-agreement","200 | Sierra Leone","","8.49140","-13.23504","ICT partnership MoU","2018","","","<p>In August 2018, Huawei signed a <a href=""https://www.huawei.com/en/press-events/news/2018/8/sierra-leone-cooperation-huawei-digital-transformation"">memorandum</a> of understanding with the government of Sierra Leone on establishing a strategic partnership in the ICT field.&nbsp;</p>","","FALSE","","","","","1 | Telecommunications","6 | Private company","","","","","","3 | Research partnership200 | Sierra Leone","17 | MoU-agreement200 | Sierra Leone","200 | Sierra Leone","200 | Sierra Leone","200 | Sierra Leone","1 | Huawei200 | Sierra Leone","","","",""
"1119","1 | Huawei","11 | Smart City-Public Security project","17 | MoU-agreement","169 | Oman","Muscat","23.62868","58.26731","Omantel smart city deal","2018","2 | Smart cities","6 | Surveillance","<p>In 2018, Huawei signed an agreement with Omantel to provide smart city solutions to Al Mouj Muscat, the country's first Integrated Tourism Complex. <a href=""http://www.omanobserver.om/omantel-huawei-ink-pact-smart-city-solutions-al-mouj-muscat/ "">Source</a></p>","","FALSE","","","","","1 | Telecommunications","6 | Private company","","","","","","11 | Smart City-Public Security project169 | Oman","17 | MoU-agreement169 | Oman","2 | Smart cities169 | Oman","6 | Surveillance169 | Oman","169 | Oman","1 | Huawei169 | Oman","","","",""
